2233.26,2393.04,-2327.06,-752.172,-801.708
142.467,475.33,293.712,-91.0429,-21.7985
8.89071,-1391.1,1833,-155.509,94.6834
-1611.47,-10082.8,-2500.84,4586.07,1527.6
-190.711,9.07494,-7.00933,-97.1756,91.1116
-651.084,-614.078,838.539,-203.494,-992.713
4185.35,3472.99,-3041.32,-2084.48,-232.374
282.751,-423.843,188.468,879.248,-280.478
-750.975,-1992.47,560.71,-294.959,179.828
-124.426,-4179.65,1074.99,-4846.23,3382.3
-76.0646,6.68674,50.3168,-69.7051,-8.47087
5478.81,1300.68,-3061.49,943.167,1274.46
543.19,748.951,-3638.4,226.115,1559.63
-4672.72,-1208.69,-1066.88,-410.698,-159.838
-348.933,-2561.61,-854.099,-513.243,-455.91
-484.409,-347.31,-384.94,340.7,-749.223
872.234,755.93,-367.343,979.722,-272.632
-263.345,-253.314,-702.966,183.739,102.518
101.895,-870.68,73.2949,76.845,182.929
460.741,-331.851,-263.535,-165.119,434.532
11.9767,18.1514,-13.7686,11.481,15.8377
-261.112,67.7354,-36.3828,208.41,244.884
132.943,131.227,-220.407,-12.7757,98.6603
150.586,-421.383,-406.756,-395.675,-918.068
22.1007,54.4142,-19.2197,-15.7303,-51.7723
212.049,-79.2935,-65.7689,-216.477,-141.033
-3.85566,-0.663873,-0.493501,0.73343,-4.44802
136.729,49.4449,-8.24131,-18.176,-79.1383
33.2494,-14.7391,10.6885,-15.1896,8.05117
15.1196,7.33227,-9.95388,9.79008,6.48867
