0.986605,0.449815,0.999387,0.941694,0.415464,0.289952
0.875779,0.990663,0.543466,0.98264,0.958953,0.0335641
0.211694,0.97207,0.448205,0.00451269,0.960273,0.151781
0.0900763,0.00710093,0.0037705,0.0639927,0.157786,0.0639685
0.999625,0.921075,0.40836,0.914146,0.838784,0.999839
0.868964,0.868964,0.868964,0.868964,0.868964,0.868964
0.00037425,0.357183,0.876166,0.000360712,0.165992,0.138019
0.196306,0.455792,0.894323,0.689685,0.528153,0.225369
0.999866,0.25693,0.97961,0.999485,0.292474,0.989926
0.999594,0.998879,0.621667,0.985934,0.942633,0.0221392
0.997429,0.996628,0.304894,0.972805,0.995582,0.996405
0.985591,0.752825,0.999778,0.999127,0.974774,0.974774
0.974774,0.578439,0.794216,0.995065,0.974774,0.119216
0.996991,0.791809,0.99453,0.993287,0.40438,0.996856
0.974774,0.999706,0.0745946,0.999849,0.974774,0.836647
0.999424,0.980353,0.974774,0.980036,0.999691,0.993248
0.999883,0.78705,0.983832,0.584968,0.351647,0.999891
0.974774,0.989025,0.996926,0.999695,0.999386,0.974774
0.99444,0.974774,0.999889,0.974774,0.999804,0.954233
0.951566,0.0239095,0.844169,0.999881,0.998481,0.996967
0.994559,0.999807,0.974774,0.988184,0.987526,0.974774
0.995181,0.974774,0.999879,0.999696,0.542126,0.98659
0.974774,0.994899,0.972437,0.99921,0.999246,0.771262
0.920155,0.997805,0.995727,0.974774,0.185466,0.323856
0.807514,0.974774,0.961102,0.418738,0.90327,0.974774
0.999339,0.992724,0.996499,0.999843,0.8731,0.778777
0.648812,0.848804,0.963986,0.809296,0.974774,0.306719
0.981096,0.497756,0.999704,0.464621,0.952457,0.984425
0.968542,0.604079,0.974774,0.998019,0.953185,0.974774
0.999836,0.578865,0.278477,0.985271,0.99497,0.995352
