20.9825,1.65857,13.8967,17.7744,15.7203
6.5382,3.73242,6.2086,2.92822,-6.93064
-0.757674,5.46636,-3.28364,4.23775,-2.51311
0.446324,0.928892,-0.694082,0.609992,0.549856
26.8015,-3.89354,31.3069,-17.806,-1.8328
-23.6541,-25.7776,6.13908,19.8418,23.0274
1.3711,0.549084,5.78771,4.89885,-1.85466
-14.0167,21.8467,55.5199,29.3629,12.725
-16.454,-11.9882,-1.94521,-17.2848,17.5044
-8.61698,-9.04366,-18.5225,-13.7098,1.65388
10.2235,15.6912,17.7692,15.629,7.59414
-5.40283,-17.6265,40.2957,24.7755,8.84743
-78.2193,-12.106,20.932,-22.6234,64.671
10.6216,-37.8357,-64.3888,-77.9695,-59.4924
-3.97095,1.67229,-6.22993,-6.30435,-10.9974
4.34374,5.4779,4.19602,-5.87444,2.59561
0.559526,-2.39808,7.3008,-27.9297,21.4779
46.9487,17.9418,32.4289,19.818,1.19851
-1.63244,-41.8725,28.5224,-0.275508,-3.39228
-61.8356,-47.0435,20.6004,-55.2896,32.4893
2.11693,-8.93388,-5.6842,-5.47624,-3.54603
-48.0499,-85.4485,49.1591,46.4101,38.3549
2.9892,-0.0887058,-1.36535,-13.1628,7.1792
1.80404,0.542613,0.464998,1.22635,6.4247
-3.8559,-8.45632,0.743618,22.2872,6.27728
-2.52939,1.52156,1.20826,-0.497809,2.8934
-2.31325,-7.43915,-8.80897,2.32883,-4.1018
1.32914,0.900903,16.1472,5.0003,4.35942
3.00492,2.6206,-1.41102,2.61019,-0.41372
-1.79185,5.51963,-0.718973,1.14649,2.63288
