0.915524,0.446129,0.77643,0.905976,0.0219251,0.311583
0.443711,0.217434,0.140384,0.85054,0.996077,0.997864
0.890749,0.890749,0.890749,0.890749,0.890749,0.890749
0.00333276,0.33114,0.515697,0.763563,0.0363754,0.999635
0.854699,0.704913,0.00700783,0.0973689,0.000208245,0.12368
0.964874,0.947563,0.99541,0.00039925,0.998937,0.621811
0.998092,0.547209,0.00373354,0.527746,0.547209,0.00110729
0.87699,0.87699,0.87699,0.87699,0.87699,0.87699
0.028395,0.811967,0.811967,0.811967,0.811967,0.811967
0.97538,0.960175,0.960552,0.713559,0.91142,0.999624
0.715181,0.81393,0.237507,0.853084,0.999866,0.973691
0.330416,0.0148182,0.99548,0.944732,0.00153322,0.00565916
0.000114072,0.968418,0.0317237,0.000511851,0.0327711,0.0758683
0.000367438,0.347984,0.999265,0.99964,0.000189521,0.0240081
0.70747,0.0774617,0.434161,0.000440466,0.936808,0.999899
0.99955,0.998168,0.701461,0.958714,0.993278,0.999889
0.909408,0.000845847,0.777652,0.0020016,0.00615967,0.77494
0.74302,0.586875,0.845572,0.999343,0.99224,0.000262863
0.00174454,0.109811,0.168528,0.295299,0.904308,0.0745203
0.999794,0.0592787,0.991471,0.983734,0.259476,0.0154936
0.00149281,0.00328405,0.181981,0.0881263,0.984423,0.11318
0.978591,0.621762,0.999867,0.00061141,0.149542,0.952755
0.2138,0.701452,0.927613,0.70375,0.000424573,0.547499
0.200552,0.953916,0.00100063,0.998722,0.106009,0.50095
0.497105,0.999571,0.539994,0.913537,0.027444,0.235085
0.0238391,0.650985,0.972398,0.985483,0.99661,0.628097
0.999465,0.000176103,0.99981,0.979531,0.9976,0.999821
0.0127731,0.998983,0.993955,0.64932,0.870711,0.0816191
0.00255306,0.999657,0.00605305,0.99392,0.997874,0.854606
0.0183524,0.305901,0.0246438,0.917177,0.0177084,0.70935
