0.41201,-0.0940343,-0.114435,-0.23835,0.303386
0.282863,0.0468967,-0.244908,-0.352454,0.517315
1.50128,0.0498783,-2.31161,1.36723,1.65423
-0.370545,-0.384249,0.474105,-0.420537,0.337873
0.0751576,0.908482,-0.484468,0.370074,-0.250084
0.272204,-0.0977107,-0.390821,-1.01254,0.16836
0.0421162,0.253998,1.28176,0.543557,-0.886697
0.376647,0.46437,0.0102891,-0.356216,0.453994
0.00967581,0.545822,-0.359064,-0.0671624,0.52036
-0.276013,0.0664187,-0.000312935,0.319509,-0.100156
0.219084,0.268859,0.210123,-0.0429338,-0.349941
0.905501,1.80376,-0.381673,-0.089454,0.124018
0.458381,-0.0520682,-1.03799,-0.00646007,0.277753
0.0694478,0.171568,-0.141617,0.00849327,-0.139894
1.33465,0.186168,-0.425698,-0.485854,1.02607
-0.68234,-0.800209,0.414647,-0.534977,-0.91515
0.799401,-0.108926,-0.359415,-0.0972292,-0.0782042
-1.24718,0.315986,-0.292484,-0.164764,0.379628
-0.120697,0.621319,-0.101158,1.06354,-1.47926
0.189505,0.124389,-0.656451,0.434673,0.146212
