0.416716,0.303527,0.685889,0.440689,0.000357183,0.993029,0.905917,0.938023,0.0437377,0.356432,0.245472,0.970869,0.784314,0.327029,0.97021,0.163879,0.859741,0.929941,0.0933485,0.695787
0.305857,0.566573,0.488832,0.191513,0.845391,0.0218441,0.995859,0.708308,0.690816,0.883243,0.540551,0.910711,0.0921879,0.0172821,0.00302646,0.0185204,0.145436,0.271134,0.0960417,0.0014319
0.75165,0.639313,0.999276,0.561846,0.744199,0.328055,0.746912,0.477858,0.520457,0.554971,0.0566609,0.264774,0.452994,0.00450356,0.153582,0.569719,0.316623,0.000155962,0.0892078,0.901785
0.378123,0.724453,0.825951,0.903759,0.105452,0.681,0.39136,0.300136,0.771243,0.97186,0.407955,0.979762,0.960505,0.320562,0.556433,0.452152,0.263744,0.122601,0.65267,0.529725
0.961131,0.413848,0.505049,0.0496182,0.6699,0.970044,0.687347,0.70552,0.536582,0.641668,0.476835,0.459673,0.745678,0.771336,0.989361,0.789112,0.778415,0.00563745,0.649522,0.19524
0.972159,0.148919,0.949879,0.701161,0.9999,0.125107,0.959736,0.731784,0.711383,0.58141,0.145829,0.179317,0.9999,0.0705487,0.974701,0.0692833,0.999005,0.999847,0.0417753,0.167016
0.885172,0.937637,0.768581,0.264799,0.9999,0.711569,0.592238,0.0502095,0.188183,0.638304,0.972552,0.899827,0.0405638,0.801482,0.90442,0.646018,0.258033,0.954059,0.90778,0.0563904
0.208556,0.343857,0.9999,0.233187,0.858424,0.999838,0.933267,0.503504,0.619244,0.872405,0.672283,0.663459,0.243886,0.294772,0.999711,0.55639,0.937376,0.36582,0.999605,0.363023
0.271613,0.743785,0.203881,0.893054,0.146322,0.560647,0.981071,0.559185,0.9999,0.33525,0.136875,0.505951,0.834299,0.999887,0.776208,0.956863,0.680069,0.9999,0.952184,0.629236
0.422635,0.261142,0.785172,0.142576,0.259299,0.735286,0.270574,0.716694,0.901991,0.289699,0.145829,0.748314,0.253964,0.901578,0.0160248,0.166863,0.9999,0.294725,0.211819,0.231434
