0.729628,0.351038,0.368101,0.81983,0.395305,0.565267
0.98695,0.94258,0.999718,0.290801,0.997244,0.640479
0.000615285,0.000180721,0.202086,0.202086,0.00227301,0.0100111
0.663417,0.595164,0.855846,0.758238,0.481189,0.738964
0.114099,0.688118,0.636546,0.856643,0.419062,0.822697
0.972473,0.928266,0.691191,0.999347,0.567908,0.634551
0.991487,0.949775,0.99914,0.824876,0.933781,0.997695
0.746384,0.974711,0.694236,0.668478,0.710343,0.978055
0.866233,0.756879,0.919018,0.955619,0.970796,0.964736
0.520196,0.783564,0.988341,0.980818,0.878323,0.666864
