0.156768,0.19721,0.00231183,0.980347,0.0410157,0.00818171
0.170979,0.134559,0.48721,0.013932,0.0557931,0.105527
0.987218,0.943028,0.570392,0.823765,0.999708,0.971254
0.492875,0.871828,0.942176,0.893833,0.826313,0.830226
0.380311,0.198151,0.191023,0.778917,0.47789,0.418882
0.999831,0.00537313,0.00937967,0.99833,0.876502,0.57392
0.161803,0.161803,0.161803,0.161803,0.161803,0.161803
0.001883,0.00358532,0.00277522,0.00328991,0.00508468,0.00319878
0.994166,0.000266733,0.915052,0.950463,0.895955,0.999809
0.998888,0.96061,0.899695,0.96061,0.299867,0.99736
0.00438012,0.00503982,0.00124321,0.00241966,0.00284591,0.00196215
0.00256876,0.00200073,0.0016024,0.00497316,0.00212861,0.00252206
0.00402591,0.00313572,0.00244099,0.00332159,0.00391074,0.00403072
0.00177478,0.00255189,0.00450006,0.00236354,0.00520138,0.00329128
0.00314233,0.00304946,0.0028868,0.00282411,0.003112,0.00235128
0.00590056,0.00293607,0.00383036,0.0048882,0.00323488,0.00230588
0.00310032,0.00465847,0.00368962,0.00534777,0.00222733,0.00239792
0.00262772,0.00127778,0.00218497,0.00190368,0.00500182,0.00178396
0.00173056,0.00177119,0.0024544,0.00344873,0.00310503,0.00267038
0.00271234,0.00348853,0.00252898,0.00125906,0.00341429,0.00447303
0.00323194,0.0040168,0.000800661,0.00173867,0.00368758,0.00176209
0.0014667,0.00246662,0.0021644,0.00290805,0.00261773,0.0030391
0.00285514,0.00271527,0.00310456,0.00288816,0.0026854,0.00145606
0.00263508,0.00250209,0.0025405,0.00337271,0.00321639,0.00160456
0.00427269,0.00293737,0.00317072,0.00323419,0.00288514,0.0012392
0.00362376,0.00218273,0.00271011,0.00298692,0.00162955,0.0011245
0.00220737,0.00376934,0.00321138,0.00171514,0.00255926,0.00241699
0.0038411,0.00217114,0.00171521,0.00202879,0.00207128,0.00466918
0.0033047,0.00230036,0.00251464,0.00133509,0.00323648,0.00149147
0.00751351,0.00168995,0.00353445,0.00256066,0.00193925,0.00302491
