0.0355427,0.0157603,0.101879,0.0167797,0.0316228,0.0727897,0.0465382,0.0186139,0.0845154,0.0406783,0.100229,0.148157,0.115396,0.073719,0.0376813,0.0135652,0.0462246,0.0255236,0.121946,0.0622473,0.0197979,0.0198117,0.0378597,0.112696,0.166242,0.0624895,0.0685367,0.039484,0.07062,0.0406735,0.00700652
0.162726,0.30927,0.203403,0.228277,0.460495,0.257174,0.333501,0.0312538,0.459232,0.333031,0.270255,0.32207,0.0461706,0.0812938,0.139137,0.124526,0.208991,0.0952779,0.115678,0.0970454,0.263887,0.0556111,0.0850214,0.21862,0.17406,0.587825,0.35256,0.323506,0.291181,0.484448,0.224672
0.404599,0.0149761,0.909871,0.0682032,0.970755,0.833883,0.00062289,0.105149,0.999641,0.786604,0.00953226,0.833883,0.012256,0.974383,0.0128756,0.99178,0.998765,0.157897,0.346056,0.0036201,0.996889,0.999836,0.99987,0.0482136,0.00334427,0.982226,0.833883,0.629548,0.983245,0.997256,0.0367213
0.125112,0.161347,0.000734807,0.997418,0.000325303,0.0968103,0.984365,0.678706,0.00973069,0.217647,0.045728,0.00221493,0.695384,0.450061,0.45551,0.00171701,0.119281,0.25748,0.00292026,0.250537,0.00172181,0.108808,0.834693,0.0077656,0.283558,0.984169,0.0033812,0.0101745,0.39392,0.469484,0.157942
0.751922,0.999086,0.145113,0.634084,0.819759,0.998852,0.881155,0.00790486,0.993273,0.912369,0.999593,0.933781,0.400639,0.483003,0.88569,0.986999,0.00212666,0.689135,0.762187,0.0173983,0.764179,0.998464,0.990063,0.995654,0.00761155,0.0215916,0.713468,0.999703,0.0404453,0.00197399,0.0320452
0.600434,0.765668,0.0832593,0.0108819,0.00904491,0.000559632,0.605105,0.363367,0.978629,0.590049,0.1549,0.597457,0.677043,0.996411,0.954857,0.0859129,0.120349,0.0734857,0.740094,0.0206981,0.89009,0.000213531,0.977474,0.0654404,0.000100724,0.308732,0.0666618,0.815344,0.64096,0.194511,0.00267859
0.999674,0.00174269,0.998507,0.999778,0.00202073,0.946289,0.0094484,0.300705,0.90356,0.108388,0.72914,0.0661615,0.0066933,0.996966,0.114553,0.666843,0.530325,0.95818,0.0170773,0.00564874,0.934315,0.00371918,0.997912,0.0574108,0.902754,0.108325,0.943542,0.173116,0.978001,0.00427089,0.999414
0.00252249,0.0223475,0.0362257,0.834255,0.540077,0.997391,0.339365,0.999875,0.437658,0.233064,0.328874,0.598766,0.598766,0.598766,0.00476796,0.0294783,0.598766,0.598766,0.00196231,0.992489,0.970355,0.000780641,0.0337417,0.000264014,0.598766,0.598766,0.76184,0.000124915,0.09552,0.00132061,0.922479
0.433483,0.869041,0.933463,0.221493,0.512625,0.949198,0.301754,0.938683,0.691629,0.943162,0.626701,0.972492,0.97317,0.708191,0.737892,0.865291,0.94,0.0339815,0.939189,0.784733,0.975012,0.960514,0.763765,0.936306,0.987464,0.70435,0.443952,0.9633,0.832138,0.836535,0.783343
0.864229,0.693141,0.629191,0.758715,0.753606,0.952086,0.826671,0.529206,0.999733,0.418085,0.776784,0.999404,0.737795,0.928891,0.71391,0.0642327,0.360111,0.949475,0.879865,0.520938,0.945698,0.752877,0.997629,0.963743,0.649697,0.827308,0.991418,0.75943,0.474105,0.241039,0.903251
0.670742,0.617186,0.728602,0.928977,0.922256,0.691818,0.978309,0.844087,0.838334,0.992124,0.679856,0.667334,0.996706,0.380459,0.99448,0.953132,0.821445,0.0571011,0.831251,0.72984,0.508903,0.82155,0.404141,0.549082,0.448332,0.901728,0.996996,0.98706,0.792443,0.999754,0.775669
0.735456,0.83168,0.977453,0.468741,0.671324,0.745102,0.811315,0.491211,0.21677,0.999872,0.997721,0.539175,0.87824,0.605788,0.986645,0.999871,0.941041,0.484314,0.996468,0.99322,0.0562619,0.928257,0.538478,0.81052,0.671749,0.863147,0.241019,0.661591,0.58844,0.907542,0.898738
0.865229,0.951733,0.429941,0.914566,0.60855,0.701089,0.886209,0.903274,0.996634,0.38592,0.870203,0.41729,0.625048,0.66217,0.875689,0.254008,0.966482,0.343848,0.994689,0.849637,0.988284,0.99333,0.253632,0.236159,0.988823,0.625195,0.75838,0.998373,0.986869,0.872842,0.979034
0.740621,0.922231,0.885651,0.891985,0.365247,0.814139,0.259857,0.635341,0.941724,0.889374,0.955401,0.680246,0.986064,0.78774,0.0519969,0.832822,0.389175,0.90658,0.944806,0.909554,0.763931,0.87586,0.867311,0.971851,0.735083,0.943015,0.844347,0.831336,0.982013,0.998071,0.827941
0.979282,0.618728,0.586197,0.355945,0.779796,0.336551,0.889119,0.886852,0.985612,0.982503,0.997732,0.423821,0.716494,0.928507,0.952616,0.887279,0.997614,0.996145,0.982566,0.752836,0.992713,0.928694,0.761584,0.2093,0.952025,0.540469,0.916549,0.891259,0.936429,0.98962,0.795039
0.994034,0.966665,0.990342,0.982748,0.998633,0.319317,0.921824,0.90414,0.905585,0.657612,0.733414,0.824262,0.299887,0.496504,0.998576,0.0838551,0.767484,0.10291,0.647418,0.676347,0.973618,0.657348,0.332349,0.628881,0.839057,0.973805,0.898165,0.9127,0.977406,0.995387,0.517246
0.839018,0.996048,0.991178,0.989196,0.998884,0.931609,0.733291,0.749045,0.996049,0.958547,0.960433,0.666233,0.641609,0.9878,0.851875,0.881132,0.911602,0.909425,0.545234,0.857018,0.609323,0.867396,0.0813736,0.647133,0.888554,0.995015,0.591745,0.41097,0.969408,0.84887,0.85443
0.999755,0.693122,0.971197,0.229302,0.808504,0.931,0.503061,0.943388,0.445659,0.965628,0.991373,0.839277,0.846064,0.844769,0.465199,0.882667,0.223716,0.95617,0.73946,0.871862,0.869154,0.996179,0.99229,0.845584,0.715911,0.715902,0.895928,0.907035,0.979322,0.23843,0.333528
0.695663,0.999151,0.747891,0.992933,0.859706,0.986144,0.866975,0.954325,0.988733,0.999078,0.810737,0.644336,0.769748,0.970816,0.77578,0.489724,0.905147,0.881946,0.768275,0.977438,0.462968,0.795023,0.455312,0.945057,0.753839,0.989596,0.662269,0.971227,0.671368,0.421107,0.739113
0.776796,0.999614,0.683455,0.814719,0.921302,0.99094,0.981061,0.603076,0.994699,0.925223,0.961134,0.775599,0.987802,0.310531,0.900729,0.660476,0.245151,0.636778,0.781227,0.799214,0.848229,0.668953,0.675322,0.177259,0.403344,0.954107,0.520571,0.992508,0.293785,0.995326,0.999046
