-0.833547,-0.382172,0.29983,-1.36395,-0.117243
-2.13123,0.233838,0.212028,-0.149263,-1.74769
-0.0842103,-0.371018,-1.08816,0.909186,-0.138505
0.63888,-0.275053,0.234775,0.395689,-0.316273
-0.286338,-0.0990742,0.833483,0.230617,0.0832579
0.663696,0.547891,1.60328,0.287757,0.140054
-0.00144944,-1.40897,-0.673738,0.508285,0.637314
0.211669,0.494523,-0.0284232,0.0858307,0.17192
0.558549,-0.631123,-0.754809,-0.861631,-0.786042
0.437441,0.539901,-0.215719,2.18194,0.795997
0.0530614,0.0678648,0.0294296,0.122031,-0.430373
0.202057,0.242415,-0.485358,-0.274491,-0.5488
0.469955,-1.75855,1.78416,1.18729,0.543451
-0.293281,1.13729,0.844742,0.757585,-0.434655
-0.542195,0.0172991,-0.31181,0.273122,0.0683626
0.88613,1.30968,-0.361188,0.874075,0.48795
-0.274398,0.677277,-0.43397,-0.757591,0.249365
1.56355,0.904552,2.16824,-1.57662,-0.133601
0.778821,-0.157965,0.528729,-0.31743,0.334687
-0.615139,0.308504,-0.762867,0.0577612,-0.201156
