0.00167006,0.249149,0.00279279,0.00384394,0.112572,0.238275
0.169893,0.665572,0.520623,0.950258,0.43714,0.308832
0.876388,0.960829,0.00909511,0.999496,0.970947,0.0154646
0.82441,0.687767,0.959438,0.594712,0.848335,0.883918
0.525678,0.112639,0.999454,0.999641,0.995208,0.446111
0.946937,0.262684,0.927556,0.714667,0.999597,0.314317
0.246645,0.572348,0.990278,0.950504,0.0059075,0.00103322
0.000485637,0.731117,0.000241607,0.00265852,0.998034,0.836917
0.0895923,0.291518,0.547198,0.222241,0.324062,0.253596
0.2056,0.999719,0.999874,0.382664,0.999042,0.99259
0.998902,0.874924,0.292054,0.997088,0.143304,0.993616
0.0011934,0.0918306,0.996021,0.00832798,0.0282718,0.275023
0.00283153,0.722146,0.127671,0.998367,0.248077,0.916288
0.268897,0.879219,0.997296,0.0395699,0.0716615,0.339969
0.999673,0.999624,0.00278742,0.99735,0.000181535,0.824535
0.0390805,0.00025762,0.882442,0.90884,0.372385,0.874839
0.470603,0.67266,0.0204544,0.999571,0.375227,0.0065051
0.993617,0.98595,0.0341069,0.787684,0.00728057,0.991368
0.0797478,0.977567,0.984225,0.99988,0.996694,0.00218468
0.997756,0.0176334,0.0226008,0.000244042,0.000122201,0.712983
0.99913,0.960741,0.886945,0.999852,0.000201021,0.260095
0.712983,0.917103,0.198769,0.282928,0.99969,0.579765
0.998972,0.971197,0.973261,0.00337479,0.747799,0.653107
0.339701,0.999066,0.0405392,0.98459,0.997781,0.198455
0.93989,0.999182,0.288425,0.840989,0.999348,0.960439
0.999223,0.973587,0.999373,0.954043,0.0169459,0.35179
0.0927903,0.948473,0.991854,0.994512,0.0178211,0.999833
0.0498863,0.988923,0.673426,0.964051,0.990849,0.0145305
0.959602,0.437608,0.00186836,0.973734,0.408014,0.99988
0.00382129,0.0599702,0.00397358,0.755345,0.987577,0.998826
